time,outport,inport,packet_type,flit_id,flit_type,vnet,vc,src_ni,src_router,dst_ni,dst_router,pkt_chuck,hop_count,current_hop,hop_percentage,waiting_time,pkt_count,pkt_max,target
1785085,0,0,4,0,0,2,8,1,1,17,1,9053,0,0,0.0,4,3,15,0
1785092,0,0,4,1,1,2,8,1,1,17,1,9053,0,0,0.0,11,2,15,0
1785099,0,0,4,2,1,2,8,1,1,17,1,9053,0,0,0.0,18,1,15,0
1785106,0,0,4,3,1,2,8,1,1,17,1,9053,0,0,0.0,25,14,14,0
1785113,0,0,4,4,2,2,8,1,1,17,1,9053,0,0,0.0,32,13,14,0
1785114,0,0,0,0,3,2,9,1,1,17,1,9054,0,0,0.0,32,12,14,0
1785121,0,0,5,0,0,2,11,17,1,17,1,9053,0,0,0.0,4,11,14,0
1785128,0,0,5,1,1,2,11,17,1,17,1,9053,0,0,0.0,11,10,14,0
1785135,0,0,5,2,1,2,11,17,1,17,1,9053,0,0,0.0,18,9,14,0
1785142,0,0,5,3,1,2,11,17,1,17,1,9053,0,0,0.0,25,8,14,0
1785149,0,0,5,4,2,2,11,17,1,17,1,9053,0,0,0.0,32,7,14,0
1785150,0,0,6,0,3,2,8,17,1,1,1,9053,0,0,0.0,4,6,14,0
1785172,0,0,3,0,0,4,18,17,1,1,1,9054,0,0,0.0,4,5,14,0
1785173,0,0,3,1,1,4,18,17,1,1,1,9054,0,0,0.0,5,4,14,0
1785174,0,0,3,2,1,4,18,17,1,1,1,9054,0,0,0.0,6,3,14,0
1785175,0,0,3,3,1,4,18,17,1,1,1,9054,0,0,0.0,7,2,14,0
1785179,0,0,3,4,2,4,18,17,1,1,1,9054,0,0,0.0,11,1,14,0
1785210,1,0,4,0,0,2,10,1,1,25,9,9055,2,0,0.0,4,8,8,0
1785217,1,0,4,1,1,2,10,1,1,25,9,9055,2,0,0.0,11,7,8,0
1785224,1,0,4,2,1,2,10,1,1,25,9,9055,2,0,0.0,18,6,8,0
1785231,1,0,4,3,1,2,10,1,1,25,9,9055,2,0,0.0,25,5,8,0
1785238,1,0,4,4,2,2,10,1,1,25,9,9055,2,0,0.0,32,4,8,0
1785239,1,0,0,0,3,2,11,1,1,25,9,9056,2,0,0.0,32,3,8,0
1785292,0,1,6,0,3,2,8,25,9,1,1,9055,2,2,1.0,14,2,8,0
1785299,2,4,4,0,0,2,8,0,0,30,14,9057,5,1,0.2,8,1,8,0
1785306,2,4,4,1,1,2,8,0,0,30,14,9057,5,1,0.2,15,16,16,0
1785313,2,4,4,2,1,2,8,0,0,30,14,9057,5,1,0.2,22,15,16,0
1785320,2,4,4,3,1,2,8,0,0,30,14,9057,5,1,0.2,29,14,16,0
1785327,2,4,4,4,2,2,8,0,0,30,14,9057,5,1,0.2,36,13,16,0
1785328,2,4,0,0,3,2,9,0,0,30,14,9058,5,1,0.2,36,12,16,0
1785337,0,1,3,0,0,4,16,29,13,1,1,9056,3,3,1.0,17,11,16,0
1785338,0,1,3,1,1,4,16,29,13,1,1,9056,3,3,1.0,18,10,16,0
1785339,0,1,3,2,1,4,16,29,13,1,1,9056,3,3,1.0,19,9,16,0
1785340,0,1,3,3,1,4,16,29,13,1,1,9056,3,3,1.0,20,8,16,0
1785344,0,1,3,4,2,4,16,29,13,1,1,9056,3,3,1.0,24,7,16,0
1785361,2,0,4,0,0,2,8,1,1,27,11,9059,4,0,0.0,4,6,16,0
1785368,2,0,4,1,1,2,8,1,1,27,11,9059,4,0,0.0,11,5,16,0
1785375,2,0,4,2,1,2,8,1,1,27,11,9059,4,0,0.0,18,4,16,0
1785382,2,0,4,3,1,2,8,1,1,27,11,9059,4,0,0.0,25,3,16,0
1785389,2,0,4,4,2,2,8,1,1,27,11,9059,4,0,0.0,32,2,16,0
1785390,2,0,0,0,3,2,9,1,1,27,11,9060,4,0,0.0,32,1,16,0
1785459,0,1,6,0,3,2,8,27,11,1,1,9059,4,4,1.0,21,1,1,0
1785503,0,1,3,0,0,4,16,29,13,1,1,9060,3,3,1.0,17,17,17,0
1785504,0,1,3,1,1,4,16,29,13,1,1,9060,3,3,1.0,18,16,17,0
1785505,0,1,3,2,1,4,16,29,13,1,1,9060,3,3,1.0,19,15,17,0
1785506,0,1,3,3,1,4,16,29,13,1,1,9060,3,3,1.0,20,14,17,0
1785510,0,1,3,4,2,4,16,29,13,1,1,9060,3,3,1.0,24,13,17,0
1785549,1,0,4,0,0,2,10,1,1,21,5,9061,1,0,0.0,4,12,17,0
1785556,1,0,4,1,1,2,10,1,1,21,5,9061,1,0,0.0,11,11,17,0
1785562,2,4,4,0,0,2,8,0,0,31,15,9062,6,1,0.16666666666666666,8,10,17,0
1785563,1,0,4,2,1,2,10,1,1,21,5,9061,1,0,0.0,18,9,17,0
1785569,2,4,4,1,1,2,8,0,0,31,15,9062,6,1,0.16666666666666666,15,8,17,0
1785570,1,0,4,3,1,2,10,1,1,21,5,9061,1,0,0.0,25,7,17,0
1785576,2,4,4,2,1,2,8,0,0,31,15,9062,6,1,0.16666666666666666,22,6,17,0
1785577,1,0,4,4,2,2,10,1,1,21,5,9061,1,0,0.0,32,5,17,0
1785578,1,0,0,0,3,2,11,1,1,21,5,9063,1,0,0.0,32,4,17,0
1785583,2,4,4,3,1,2,8,0,0,31,15,9062,6,1,0.16666666666666666,29,3,17,0
1785590,2,4,4,4,2,2,8,0,0,31,15,9062,6,1,0.16666666666666666,36,2,17,0
1785591,2,4,0,0,3,2,9,0,0,31,15,9064,6,1,0.16666666666666666,36,1,17,0
1785623,0,1,6,0,3,2,8,21,5,1,1,9061,1,1,1.0,9,7,7,0
1785666,1,2,2,0,3,2,8,18,2,21,5,9063,2,1,0.5,8,6,7,0
1785667,0,2,3,0,0,4,16,18,2,1,1,9063,1,1,1.0,9,5,7,0
1785668,0,2,3,1,1,4,16,18,2,1,1,9063,1,1,1.0,10,4,7,0
1785669,0,2,3,2,1,4,16,18,2,1,1,9063,1,1,1.0,11,3,7,0
1785670,0,2,3,3,1,4,16,18,2,1,1,9063,1,1,1.0,12,2,7,0
1785674,0,2,3,4,2,4,16,18,2,1,1,9063,1,1,1.0,16,1,7,0
1785713,2,0,4,0,0,2,8,1,1,31,15,9065,5,0,0.0,4,6,6,0
1785720,2,0,4,1,1,2,8,1,1,31,15,9065,5,0,0.0,11,5,6,0
1785727,2,0,4,2,1,2,8,1,1,31,15,9065,5,0,0.0,18,4,6,0
1785734,2,0,4,3,1,2,8,1,1,31,15,9065,5,0,0.0,25,3,6,0
1785741,2,0,4,4,2,2,8,1,1,31,15,9065,5,0,0.0,32,2,6,0
1785742,2,0,0,0,3,2,9,1,1,31,15,9066,5,0,0.0,32,1,6,0
1785819,0,1,6,0,3,2,8,31,15,1,1,9065,5,5,1.0,25,9,9,0
1785855,0,1,3,0,0,4,16,30,14,1,1,9066,4,4,1.0,21,8,9,0
1785856,0,1,3,1,1,4,16,30,14,1,1,9066,4,4,1.0,22,7,9,0
1785857,0,1,3,2,1,4,16,30,14,1,1,9066,4,4,1.0,23,6,9,0
1785858,0,1,3,3,1,4,16,30,14,1,1,9066,4,4,1.0,24,5,9,0
1785862,0,1,3,4,2,4,16,30,14,1,1,9066,4,4,1.0,28,4,9,0
1785884,0,4,5,0,0,2,8,16,0,17,1,9067,1,1,1.0,8,3,9,0
1785891,0,4,5,1,1,2,8,16,0,17,1,9067,1,1,1.0,15,2,9,0
1785898,0,4,5,2,1,2,8,16,0,17,1,9067,1,1,1.0,22,1,9,0
1785901,1,0,4,0,0,2,10,1,1,25,9,9069,2,0,0.0,4,16,16,0
1785905,0,4,5,3,1,2,8,16,0,17,1,9067,1,1,1.0,29,15,16,0
1785908,1,0,4,1,1,2,10,1,1,25,9,9069,2,0,0.0,11,14,16,0
1785912,0,4,5,4,2,2,8,16,0,17,1,9067,1,1,1.0,36,13,16,0
1785913,0,4,1,0,3,2,9,16,0,17,1,9068,1,1,1.0,36,12,16,0
1785915,1,0,4,2,1,2,10,1,1,25,9,9069,2,0,0.0,18,11,16,0
1785922,1,0,4,3,1,2,10,1,1,25,9,9069,2,0,0.0,25,10,16,0
1785929,1,0,4,4,2,2,10,1,1,25,9,9069,2,0,0.0,32,9,16,0
1785930,1,0,0,0,3,2,11,1,1,25,9,9070,2,0,0.0,32,8,16,0
1785950,4,0,3,0,0,4,19,17,1,0,0,9068,1,0,0.0,4,7,16,0
1785951,4,0,3,1,1,4,19,17,1,0,0,9068,1,0,0.0,5,6,16,0
1785952,4,0,3,2,1,4,19,17,1,0,0,9068,1,0,0.0,6,5,16,0
1785953,4,0,3,3,1,4,19,17,1,0,0,9068,1,0,0.0,7,4,16,0
1785954,4,0,2,0,3,2,9,17,1,16,0,9068,1,0,0.0,8,3,16,0
1785957,4,0,3,4,2,4,19,17,1,0,0,9068,1,0,0.0,11,2,16,0
1785983,0,1,6,0,3,2,8,25,9,1,1,9069,2,2,1.0,13,1,16,0
1786026,0,1,3,0,0,4,16,29,13,1,1,9070,3,3,1.0,16,12,12,0
1786028,0,1,3,1,1,4,16,29,13,1,1,9070,3,3,1.0,18,11,12,0
1786029,0,1,3,2,1,4,16,29,13,1,1,9070,3,3,1.0,19,10,12,0
1786030,0,1,3,3,1,4,16,29,13,1,1,9070,3,3,1.0,20,9,12,0
1786033,0,1,3,4,2,4,16,29,13,1,1,9070,3,3,1.0,23,8,12,0
1786064,2,0,4,0,0,2,8,1,1,26,10,9071,3,0,0.0,4,7,12,0
1786071,2,0,4,1,1,2,8,1,1,26,10,9071,3,0,0.0,11,6,12,0
1786078,2,0,4,2,1,2,8,1,1,26,10,9071,3,0,0.0,18,5,12,0
1786085,2,0,4,3,1,2,8,1,1,26,10,9071,3,0,0.0,25,4,12,0
1786092,2,0,4,4,2,2,8,1,1,26,10,9071,3,0,0.0,32,3,12,0
1786093,2,0,0,0,3,2,9,1,1,26,10,9073,3,0,0.0,32,2,12,0
1786094,0,4,4,0,0,2,8,0,0,17,1,9072,1,1,1.0,8,1,12,0
1786101,0,4,4,1,1,2,8,0,0,17,1,9072,1,1,1.0,15,19,19,0
1786108,0,4,4,2,1,2,8,0,0,17,1,9072,1,1,1.0,22,18,19,0
1786115,0,4,4,3,1,2,8,0,0,17,1,9072,1,1,1.0,29,17,19,0
1786122,0,4,4,4,2,2,8,0,0,17,1,9072,1,1,1.0,36,16,19,0
1786123,0,4,0,0,3,2,9,0,0,17,1,9074,1,1,1.0,36,15,19,0
1786130,0,0,5,0,0,2,10,17,1,17,1,9072,0,0,0.0,4,14,19,0
1786137,0,0,5,1,1,2,10,17,1,17,1,9072,0,0,0.0,11,13,19,0
1786144,0,0,5,2,1,2,10,17,1,17,1,9072,0,0,0.0,18,12,19,0
1786151,0,0,5,3,1,2,10,17,1,17,1,9072,0,0,0.0,25,11,19,0
1786154,0,1,6,0,3,2,8,26,10,1,1,9071,3,3,1.0,18,10,19,0
1786158,0,0,5,4,2,2,10,17,1,17,1,9072,0,0,0.0,32,9,19,0
1786159,4,0,6,0,3,2,11,17,1,0,0,9072,1,0,0.0,5,8,19,0
1786180,4,0,3,0,0,4,16,17,1,0,0,9074,1,0,0.0,4,7,19,0
1786181,4,0,3,1,1,4,16,17,1,0,0,9074,1,0,0.0,5,6,19,0
1786182,4,0,3,2,1,4,16,17,1,0,0,9074,1,0,0.0,6,5,19,0
1786183,4,0,3,3,1,4,16,17,1,0,0,9074,1,0,0.0,7,4,19,0
1786187,4,0,3,4,2,4,16,17,1,0,0,9074,1,0,0.0,11,3,19,0
1786198,0,1,3,0,0,4,16,29,13,1,1,9073,3,3,1.0,16,2,19,0
1786199,0,1,3,1,1,4,16,29,13,1,1,9073,3,3,1.0,17,1,19,0
1786200,0,1,3,2,1,4,16,29,13,1,1,9073,3,3,1.0,18,13,13,0
1786201,0,1,3,3,1,4,16,29,13,1,1,9073,3,3,1.0,19,12,13,0
1786205,0,1,3,4,2,4,16,29,13,1,1,9073,3,3,1.0,23,11,13,0
1786222,2,0,4,0,0,2,10,1,1,19,3,9075,2,0,0.0,4,10,13,0
1786229,2,0,4,1,1,2,10,1,1,19,3,9075,2,0,0.0,11,9,13,0
1786236,2,0,4,2,1,2,10,1,1,19,3,9075,2,0,0.0,18,8,13,0
1786243,2,0,4,3,1,2,10,1,1,19,3,9075,2,0,0.0,25,7,13,0
1786250,2,0,4,4,2,2,10,1,1,19,3,9075,2,0,0.0,32,6,13,0
1786251,2,0,0,0,3,2,11,1,1,19,3,9076,2,0,0.0,32,5,13,0
1786274,0,2,5,0,0,2,8,19,3,17,1,9075,2,2,1.0,12,4,13,0
1786281,0,2,5,1,1,2,8,19,3,17,1,9075,2,2,1.0,19,3,13,0
1786288,0,2,5,2,1,2,8,19,3,17,1,9075,2,2,1.0,26,2,13,0
1786295,0,2,5,3,1,2,8,19,3,17,1,9075,2,2,1.0,33,1,13,0
1786302,0,2,5,4,2,2,8,19,3,17,1,9075,2,2,1.0,40,24,24,0
1786303,0,2,1,0,3,2,9,19,3,17,1,9076,2,2,1.0,40,23,24,0
1786304,0,2,6,0,3,2,10,19,3,1,1,9075,2,2,1.0,14,22,24,0
1786324,2,4,4,0,0,2,8,0,0,18,2,9077,2,1,0.5,8,21,24,0
1786331,2,4,4,1,1,2,8,0,0,18,2,9077,2,1,0.5,15,20,24,0
1786338,2,4,4,2,1,2,8,0,0,18,2,9077,2,1,0.5,22,19,24,0
1786340,2,0,2,0,3,2,8,17,1,19,3,9076,2,0,0.0,4,18,24,0
1786341,0,0,3,0,0,4,17,17,1,1,1,9076,0,0,0.0,5,17,24,0
1786342,0,0,3,1,1,4,17,17,1,1,1,9076,0,0,0.0,6,16,24,0
1786343,0,0,3,2,1,4,17,17,1,1,1,9076,0,0,0.0,7,15,24,0
1786344,0,0,3,3,1,4,17,17,1,1,1,9076,0,0,0.0,8,14,24,0
1786345,2,4,4,3,1,2,8,0,0,18,2,9077,2,1,0.5,29,13,24,0
1786348,0,0,3,4,2,4,17,17,1,1,1,9076,0,0,0.0,12,12,24,0
1786352,2,4,4,4,2,2,8,0,0,18,2,9077,2,1,0.5,36,11,24,0
1786353,2,4,0,0,3,2,9,0,0,18,2,9078,2,1,0.5,36,10,24,0
1786368,0,2,5,0,0,2,8,18,2,17,1,9077,1,1,1.0,8,9,24,0
1786375,0,2,5,1,1,2,8,18,2,17,1,9077,1,1,1.0,15,8,24,0
1786382,0,2,5,2,1,2,8,18,2,17,1,9077,1,1,1.0,22,7,24,0
1786387,1,0,4,0,0,2,8,1,1,29,13,9079,3,0,0.0,4,6,24,0
1786389,0,2,5,3,1,2,8,18,2,17,1,9077,1,1,1.0,29,5,24,0
1786394,1,0,4,1,1,2,8,1,1,29,13,9079,3,0,0.0,11,4,24,0
1786396,0,2,5,4,2,2,8,18,2,17,1,9077,1,1,1.0,36,3,24,0
1786397,0,2,1,0,3,2,9,18,2,17,1,9078,1,1,1.0,36,2,24,0
1786398,4,2,6,0,3,2,10,18,2,0,0,9077,2,1,0.5,10,1,24,0
1786401,1,0,4,2,1,2,8,1,1,29,13,9079,3,0,0.0,18,11,11,0
1786408,1,0,4,3,1,2,8,1,1,29,13,9079,3,0,0.0,25,10,11,0
1786415,1,0,4,4,2,2,8,1,1,29,13,9079,3,0,0.0,32,9,11,0
1786416,1,0,0,0,3,2,9,1,1,29,13,9080,3,0,0.0,32,8,11,0
1786434,2,0,2,0,3,2,9,17,1,18,2,9078,1,0,0.0,4,7,11,0
1786435,4,0,3,0,0,4,18,17,1,0,0,9078,1,0,0.0,5,6,11,0
1786436,4,0,3,1,1,4,18,17,1,0,0,9078,1,0,0.0,6,5,11,0
1786437,4,0,3,2,1,4,18,17,1,0,0,9078,1,0,0.0,7,4,11,0
1786438,4,0,3,3,1,4,18,17,1,0,0,9078,1,0,0.0,8,3,11,0
1786442,4,0,3,4,2,4,18,17,1,0,0,9078,1,0,0.0,12,2,11,0
1786477,0,1,6,0,3,2,8,29,13,1,1,9079,3,3,1.0,17,1,11,0
1786521,0,1,3,0,0,4,16,30,14,1,1,9080,4,4,1.0,21,14,14,0
1786522,0,1,3,1,1,4,16,30,14,1,1,9080,4,4,1.0,22,13,14,0
1786523,0,1,3,2,1,4,16,30,14,1,1,9080,4,4,1.0,23,12,14,0
1786524,0,1,3,3,1,4,16,30,14,1,1,9080,4,4,1.0,24,11,14,0
1786528,0,1,3,4,2,4,16,30,14,1,1,9080,4,4,1.0,28,10,14,0
1786567,2,0,4,0,0,2,10,1,1,23,7,9081,3,0,0.0,4,9,14,0
1786574,2,0,4,1,1,2,10,1,1,23,7,9081,3,0,0.0,11,8,14,0
1786579,2,4,4,0,0,2,8,0,0,19,3,9082,3,1,0.3333333333333333,8,7,14,0
1786581,2,0,4,2,1,2,10,1,1,23,7,9081,3,0,0.0,18,6,14,0
1786586,2,4,4,1,1,2,8,0,0,19,3,9082,3,1,0.3333333333333333,15,5,14,0
1786588,2,0,4,3,1,2,10,1,1,23,7,9081,3,0,0.0,25,4,14,0
1786593,2,4,4,2,1,2,8,0,0,19,3,9082,3,1,0.3333333333333333,22,3,14,0
1786595,2,0,4,4,2,2,10,1,1,23,7,9081,3,0,0.0,32,2,14,0
1786596,2,0,0,0,3,2,11,1,1,23,7,9083,3,0,0.0,32,1,14,0
1786600,2,4,4,3,1,2,8,0,0,19,3,9082,3,1,0.3333333333333333,29,15,15,0
1786607,2,4,4,4,2,2,8,0,0,19,3,9082,3,1,0.3333333333333333,36,14,15,0
1786608,2,4,0,0,3,2,9,0,0,19,3,9084,3,1,0.3333333333333333,36,13,15,0
1786631,0,2,5,0,0,2,8,19,3,17,1,9082,2,2,1.0,12,12,15,0
1786638,0,2,5,1,1,2,8,19,3,17,1,9082,2,2,1.0,19,11,15,0
1786645,0,2,5,2,1,2,8,19,3,17,1,9082,2,2,1.0,26,10,15,0
1786652,0,2,5,3,1,2,8,19,3,17,1,9082,2,2,1.0,33,9,15,0
1786658,0,1,6,0,3,2,8,23,7,1,1,9081,3,3,1.0,16,8,15,0
1786659,0,2,5,4,2,2,8,19,3,17,1,9082,2,2,1.0,40,7,15,0
1786660,0,2,1,0,3,2,9,19,3,17,1,9084,2,2,1.0,40,6,15,0
1786661,4,2,6,0,3,2,10,19,3,0,0,9082,3,2,0.6666666666666666,13,5,15,0
1786693,0,2,3,0,0,4,16,18,2,1,1,9083,1,1,1.0,9,4,15,0
1786694,0,2,3,1,1,4,16,18,2,1,1,9083,1,1,1.0,10,3,15,0
1786695,0,2,3,2,1,4,16,18,2,1,1,9083,1,1,1.0,11,2,15,0
1786696,0,2,3,3,1,4,16,18,2,1,1,9083,1,1,1.0,12,1,15,0
1786700,0,2,3,4,2,4,16,18,2,1,1,9083,1,1,1.0,16,17,17,0
1786700,4,0,3,0,0,4,19,17,1,0,0,9084,1,0,0.0,4,16,17,0
1786701,4,0,3,1,1,4,19,17,1,0,0,9084,1,0,0.0,5,15,17,0
1786702,4,0,3,2,1,4,19,17,1,0,0,9084,1,0,0.0,6,14,17,0
1786703,2,0,2,0,3,2,10,17,1,19,3,9084,2,0,0.0,7,13,17,0
1786704,4,0,3,3,1,4,19,17,1,0,0,9084,1,0,0.0,8,12,17,0
1786707,4,0,3,4,2,4,19,17,1,0,0,9084,1,0,0.0,11,11,17,0
1786739,0,0,4,0,0,2,8,1,1,17,1,9085,0,0,0.0,4,10,17,0
1786746,0,0,4,1,1,2,8,1,1,17,1,9085,0,0,0.0,11,9,17,0
1786753,0,0,4,2,1,2,8,1,1,17,1,9085,0,0,0.0,18,8,17,0
1786760,0,0,4,3,1,2,8,1,1,17,1,9085,0,0,0.0,25,7,17,0
1786767,0,0,4,4,2,2,8,1,1,17,1,9085,0,0,0.0,32,6,17,0
1786768,0,0,0,0,3,2,9,1,1,17,1,9086,0,0,0.0,32,5,17,0
1786775,0,0,5,0,0,2,11,17,1,17,1,9085,0,0,0.0,4,4,17,0
1786782,0,0,5,1,1,2,11,17,1,17,1,9085,0,0,0.0,11,3,17,0
1786789,0,0,5,2,1,2,11,17,1,17,1,9085,0,0,0.0,18,2,17,0
1786796,0,0,5,3,1,2,11,17,1,17,1,9085,0,0,0.0,25,1,17,0
1786803,0,0,5,4,2,2,11,17,1,17,1,9085,0,0,0.0,32,19,19,0
1786804,0,0,6,0,3,2,8,17,1,1,1,9085,0,0,0.0,4,18,19,0
1786826,0,0,3,0,0,4,16,17,1,1,1,9086,0,0,0.0,4,17,19,0
1786827,0,0,3,1,1,4,16,17,1,1,1,9086,0,0,0.0,5,16,19,0
1786828,0,0,3,2,1,4,16,17,1,1,1,9086,0,0,0.0,6,15,19,0
1786829,0,0,3,3,1,4,16,17,1,1,1,9086,0,0,0.0,7,14,19,0
1786833,0,0,3,4,2,4,16,17,1,1,1,9086,0,0,0.0,11,13,19,0
1786864,2,4,4,0,0,2,8,0,0,22,6,9087,3,1,0.3333333333333333,8,12,19,0
1786865,2,0,4,0,0,2,10,1,1,27,11,9088,4,0,0.0,5,11,19,0
1786871,2,4,4,1,1,2,8,0,0,22,6,9087,3,1,0.3333333333333333,15,10,19,0
1786872,2,0,4,1,1,2,10,1,1,27,11,9088,4,0,0.0,12,9,19,0
1786878,2,4,4,2,1,2,8,0,0,22,6,9087,3,1,0.3333333333333333,22,8,19,0
1786879,2,0,4,2,1,2,10,1,1,27,11,9088,4,0,0.0,19,7,19,0
1786885,2,4,4,3,1,2,8,0,0,22,6,9087,3,1,0.3333333333333333,29,6,19,0
1786886,2,0,4,3,1,2,10,1,1,27,11,9088,4,0,0.0,26,5,19,0
1786892,2,4,4,4,2,2,8,0,0,22,6,9087,3,1,0.3333333333333333,36,4,19,0
1786893,2,0,4,4,2,2,10,1,1,27,11,9088,4,0,0.0,33,3,19,0
1786894,2,0,0,0,3,2,11,1,1,27,11,9090,4,0,0.0,33,2,19,0
1786895,2,4,0,0,3,2,9,0,0,22,6,9089,3,1,0.3333333333333333,38,1,19,0
1786963,0,1,6,0,3,2,8,27,11,1,1,9088,4,4,1.0,21,6,6,0
1786983,4,2,3,0,0,4,16,18,2,0,0,9089,2,1,0.5,9,5,6,0
1786984,4,2,3,1,1,4,16,18,2,0,0,9089,2,1,0.5,10,4,6,0
1786985,4,2,3,2,1,4,16,18,2,0,0,9089,2,1,0.5,11,3,6,0
1786986,4,2,3,3,1,4,16,18,2,0,0,9089,2,1,0.5,12,2,6,0
1786990,4,2,3,4,2,4,16,18,2,0,0,9089,2,1,0.5,16,1,6,0
1787006,0,1,3,0,0,4,16,29,13,1,1,9090,3,3,1.0,16,11,11,0
1787007,0,1,3,1,1,4,16,29,13,1,1,9090,3,3,1.0,17,10,11,0
1787008,0,1,3,2,1,4,16,29,13,1,1,9090,3,3,1.0,18,9,11,0
1787009,0,1,3,3,1,4,16,29,13,1,1,9090,3,3,1.0,19,8,11,0
1787013,0,1,3,4,2,4,16,29,13,1,1,9090,3,3,1.0,23,7,11,0
1787030,2,0,4,0,0,2,8,1,1,27,11,9091,4,0,0.0,4,6,11,0
1787037,2,0,4,1,1,2,8,1,1,27,11,9091,4,0,0.0,11,5,11,0
1787044,2,0,4,2,1,2,8,1,1,27,11,9091,4,0,0.0,18,4,11,0
1787051,2,0,4,3,1,2,8,1,1,27,11,9091,4,0,0.0,25,3,11,0
1787058,2,0,4,4,2,2,8,1,1,27,11,9091,4,0,0.0,32,2,11,0
1787059,2,0,0,0,3,2,9,1,1,27,11,9092,4,0,0.0,32,1,11,0
1787127,2,4,4,0,0,2,8,0,0,23,7,9093,4,1,0.25,8,12,12,0
1787128,0,1,6,0,3,2,8,27,11,1,1,9091,4,4,1.0,22,11,12,0
1787134,2,4,4,1,1,2,8,0,0,23,7,9093,4,1,0.25,15,10,12,0
1787141,2,4,4,2,1,2,8,0,0,23,7,9093,4,1,0.25,22,9,12,0
1787148,2,4,4,3,1,2,8,0,0,23,7,9093,4,1,0.25,29,8,12,0
1787155,2,4,4,4,2,2,8,0,0,23,7,9093,4,1,0.25,36,7,12,0
1787156,2,4,0,0,3,2,9,0,0,23,7,9094,4,1,0.25,36,6,12,0
1787172,0,1,3,0,0,4,16,29,13,1,1,9092,3,3,1.0,16,5,12,0
1787173,0,1,3,1,1,4,16,29,13,1,1,9092,3,3,1.0,17,4,12,0
1787174,0,1,3,2,1,4,16,29,13,1,1,9092,3,3,1.0,18,3,12,0
1787175,0,1,3,3,1,4,16,29,13,1,1,9092,3,3,1.0,19,2,12,0
1787179,0,1,3,4,2,4,16,29,13,1,1,9092,3,3,1.0,23,1,12,0
1787218,1,0,4,0,0,2,10,1,1,21,5,9095,1,0,0.0,4,12,12,0
1787225,1,0,4,1,1,2,10,1,1,21,5,9095,1,0,0.0,11,11,12,0
1787232,1,0,4,2,1,2,10,1,1,21,5,9095,1,0,0.0,18,10,12,0
1787239,1,0,4,3,1,2,10,1,1,21,5,9095,1,0,0.0,25,9,12,0
1787246,1,0,4,4,2,2,10,1,1,21,5,9095,1,0,0.0,32,8,12,0
1787247,1,0,0,0,3,2,11,1,1,21,5,9096,1,0,0.0,32,7,12,0
1787252,4,2,3,0,0,4,16,18,2,0,0,9094,2,1,0.5,8,6,12,0
1787254,4,2,3,1,1,4,16,18,2,0,0,9094,2,1,0.5,10,5,12,0
1787255,4,2,3,2,1,4,16,18,2,0,0,9094,2,1,0.5,11,4,12,0
1787256,4,2,3,3,1,4,16,18,2,0,0,9094,2,1,0.5,12,3,12,0
1787259,4,2,3,4,2,4,16,18,2,0,0,9094,2,1,0.5,15,2,12,0
1787292,0,1,6,0,3,2,8,21,5,1,1,9095,1,1,1.0,10,1,12,0
1787336,0,2,3,0,0,4,16,18,2,1,1,9096,1,1,1.0,8,9,9,0
1787337,0,2,3,1,1,4,16,18,2,1,1,9096,1,1,1.0,9,8,9,0
1787338,0,2,3,2,1,4,16,18,2,1,1,9096,1,1,1.0,10,7,9,0
1787339,0,2,3,3,1,4,16,18,2,1,1,9096,1,1,1.0,11,6,9,0
1787340,1,2,2,0,3,2,8,18,2,21,5,9096,2,1,0.5,12,5,9,0
1787343,0,2,3,4,2,4,16,18,2,1,1,9096,1,1,1.0,15,4,9,0
1787382,2,0,4,0,0,2,8,1,1,31,15,9097,5,0,0.0,4,3,9,0
1787389,2,0,4,1,1,2,8,1,1,31,15,9097,5,0,0.0,11,2,9,0
1787396,2,0,4,2,1,2,8,1,1,31,15,9097,5,0,0.0,18,1,9,0
1787403,2,0,4,3,1,2,8,1,1,31,15,9097,5,0,0.0,25,4,4,0
1787410,2,0,4,4,2,2,8,1,1,31,15,9097,5,0,0.0,32,3,4,0
1787411,2,0,0,0,3,2,9,1,1,31,15,9099,5,0,0.0,32,2,4,0
1787488,0,1,6,0,3,2,8,31,15,1,1,9097,5,5,1.0,26,1,4,0
1787525,0,1,3,0,0,4,16,30,14,1,1,9099,4,4,1.0,21,10,10,0
1787526,0,1,3,1,1,4,16,30,14,1,1,9099,4,4,1.0,22,9,10,0
1787527,0,1,3,2,1,4,16,30,14,1,1,9099,4,4,1.0,23,8,10,0
1787528,0,1,3,3,1,4,16,30,14,1,1,9099,4,4,1.0,24,7,10,0
1787532,0,1,3,4,2,4,16,30,14,1,1,9099,4,4,1.0,28,6,10,0
1787571,1,0,4,0,0,2,10,1,1,25,9,9101,2,0,0.0,4,5,10,0
1787578,1,0,4,1,1,2,10,1,1,25,9,9101,2,0,0.0,11,4,10,0
1787585,1,0,4,2,1,2,10,1,1,25,9,9101,2,0,0.0,18,3,10,0
1787592,1,0,4,3,1,2,10,1,1,25,9,9101,2,0,0.0,25,2,10,0
1787599,1,0,4,4,2,2,10,1,1,25,9,9101,2,0,0.0,32,1,10,0
1787600,1,0,0,0,3,2,11,1,1,25,9,9102,2,0,0.0,32,11,11,0
