time,outport,inport,packet_type,flit_id,flit_type,vnet,vc,src_ni,src_router,dst_ni,dst_router,pkt_chuck,hop_count,current_hop,hop_percentage,waiting_time,pkt_count,pkt_count_inc,pkt_max,counting_index_pos,counting_index_100,target
9318,2,4,0,0,3,2,9,0,0,26,10,82,4,1,0.25,36,1,4,4,4,16,1
9471,2,4,0,0,3,2,8,0,0,19,3,83,3,1,0.3333333333333333,8,2,1,2,2,4,1
9495,0,2,1,0,3,2,8,19,3,17,1,83,2,2,1.0,12,1,2,2,2,4,1
9532,4,0,3,0,0,4,19,17,1,0,0,83,1,0,0.0,4,9,1,9,9,81,1
9533,4,0,3,1,1,4,19,17,1,0,0,83,1,0,0.0,5,8,2,9,16,144,1
9534,2,0,2,0,3,2,9,17,1,19,3,83,2,0,0.0,6,7,3,9,21,189,1
9535,4,0,3,2,1,4,19,17,1,0,0,83,1,0,0.0,7,6,4,9,24,216,1
9536,4,0,3,3,1,4,19,17,1,0,0,83,1,0,0.0,8,5,5,9,25,225,1
9539,4,0,3,4,2,4,19,17,1,0,0,83,1,0,0.0,11,4,6,9,24,216,1
9582,0,4,4,0,0,2,8,0,0,17,1,84,1,1,1.0,8,3,7,9,21,189,1
9589,0,4,4,1,1,2,8,0,0,17,1,84,1,1,1.0,15,2,8,9,16,144,1
9596,0,4,4,2,1,2,8,0,0,17,1,84,1,1,1.0,22,1,9,9,9,81,1
9603,0,4,4,3,1,2,8,0,0,17,1,84,1,1,1.0,29,14,1,14,14,196,1
9610,0,4,4,4,2,2,8,0,0,17,1,84,1,1,1.0,36,13,2,14,26,364,1
9611,0,4,0,0,3,2,9,0,0,17,1,85,1,1,1.0,36,12,3,14,36,504,1
9618,0,0,5,0,0,2,10,17,1,17,1,84,0,0,0.0,4,11,4,14,44,616,1
9625,0,0,5,1,1,2,10,17,1,17,1,84,0,0,0.0,11,10,5,14,50,700,1
9632,0,0,5,2,1,2,10,17,1,17,1,84,0,0,0.0,18,9,6,14,54,756,1
9639,0,0,5,3,1,2,10,17,1,17,1,84,0,0,0.0,25,8,7,14,56,784,1
9646,0,0,5,4,2,2,10,17,1,17,1,84,0,0,0.0,32,7,8,14,56,784,1
9647,4,0,6,0,3,2,11,17,1,0,0,84,1,0,0.0,5,6,9,14,54,756,1
9668,4,0,3,0,0,4,16,17,1,0,0,85,1,0,0.0,4,5,10,14,50,700,1
9669,4,0,3,1,1,4,16,17,1,0,0,85,1,0,0.0,5,4,11,14,44,616,1
9670,4,0,3,2,1,4,16,17,1,0,0,85,1,0,0.0,6,3,12,14,36,504,1
9671,4,0,3,3,1,4,16,17,1,0,0,85,1,0,0.0,7,2,13,14,26,364,1
9675,4,0,3,4,2,4,16,17,1,0,0,85,1,0,0.0,11,1,14,14,14,196,1
9720,2,4,0,0,3,2,8,0,0,18,2,86,2,1,0.5,8,8,1,8,8,64,1
9736,0,2,1,0,3,2,8,18,2,17,1,86,1,1,1.0,8,7,2,8,14,112,1
9772,2,0,2,0,3,2,8,17,1,18,2,86,1,0,0.0,4,6,3,8,18,144,1
9773,4,0,3,0,0,4,17,17,1,0,0,86,1,0,0.0,5,5,4,8,20,160,1
9774,4,0,3,1,1,4,17,17,1,0,0,86,1,0,0.0,6,4,5,8,20,160,1
9775,4,0,3,2,1,4,17,17,1,0,0,86,1,0,0.0,7,3,6,8,18,144,1
9776,4,0,3,3,1,4,17,17,1,0,0,86,1,0,0.0,8,2,7,8,14,112,1
9780,4,0,3,4,2,4,17,17,1,0,0,86,1,0,0.0,12,1,8,8,8,64,1
9811,2,4,0,0,3,2,8,0,0,19,3,87,3,1,0.3333333333333333,8,8,1,8,8,64,1
9835,0,2,1,0,3,2,8,19,3,17,1,87,2,2,1.0,12,7,2,8,14,112,1
9872,4,0,3,0,0,4,18,17,1,0,0,87,1,0,0.0,4,6,3,8,18,144,1
9873,4,0,3,1,1,4,18,17,1,0,0,87,1,0,0.0,5,5,4,8,20,160,1
9874,4,0,3,2,1,4,18,17,1,0,0,87,1,0,0.0,6,4,5,8,20,160,1
9875,4,0,3,3,1,4,18,17,1,0,0,87,1,0,0.0,7,3,6,8,18,144,1
9876,2,0,2,0,3,2,9,17,1,19,3,87,2,0,0.0,8,2,7,8,14,112,1
9879,4,0,3,4,2,4,18,17,1,0,0,87,1,0,0.0,11,1,8,8,8,64,1
9964,4,2,2,0,3,2,8,18,2,20,4,88,3,1,0.3333333333333333,8,6,1,6,6,36,1
9965,4,2,3,0,0,4,16,18,2,0,0,88,2,1,0.5,9,5,2,6,10,60,1
9966,4,2,3,1,1,4,16,18,2,0,0,88,2,1,0.5,10,4,3,6,12,72,1
9967,4,2,3,2,1,4,16,18,2,0,0,88,2,1,0.5,11,3,4,6,12,72,1
9968,4,2,3,3,1,4,16,18,2,0,0,88,2,1,0.5,12,2,5,6,10,60,1
9972,4,2,3,4,2,4,16,18,2,0,0,88,2,1,0.5,16,1,6,6,6,36,1
10058,4,2,2,0,3,2,8,18,2,20,4,89,3,1,0.3333333333333333,8,6,1,6,6,36,1
10059,4,2,3,0,0,4,16,18,2,0,0,89,2,1,0.5,9,5,2,6,10,60,1
10060,4,2,3,1,1,4,16,18,2,0,0,89,2,1,0.5,10,4,3,6,12,72,1
10061,4,2,3,2,1,4,16,18,2,0,0,89,2,1,0.5,11,3,4,6,12,72,1
10062,4,2,3,3,1,4,16,18,2,0,0,89,2,1,0.5,12,2,5,6,10,60,1
10066,4,2,3,4,2,4,16,18,2,0,0,89,2,1,0.5,16,1,6,6,6,36,1
10137,1,4,0,0,3,2,8,0,0,21,5,90,2,1,0.5,8,3,1,3,3,9,1
10198,4,2,3,0,0,4,16,18,2,0,0,90,2,1,0.5,8,2,2,3,4,12,1
10199,4,2,3,1,1,4,16,18,2,0,0,90,2,1,0.5,9,1,3,3,3,9,1
10200,4,2,3,2,1,4,16,18,2,0,0,90,2,1,0.5,10,5,1,5,5,25,1
10201,4,2,3,3,1,4,16,18,2,0,0,90,2,1,0.5,11,4,2,5,8,40,1
10202,1,2,2,0,3,2,8,18,2,21,5,90,2,1,0.5,12,3,3,5,9,45,1
10205,4,2,3,4,2,4,16,18,2,0,0,90,2,1,0.5,15,2,4,5,8,40,1
10240,2,4,0,0,3,2,8,0,0,22,6,91,3,1,0.3333333333333333,8,1,5,5,5,25,1
10301,4,2,3,0,0,4,16,18,2,0,0,91,2,1,0.5,9,11,1,11,11,121,1
10302,4,2,3,1,1,4,16,18,2,0,0,91,2,1,0.5,10,10,2,11,20,220,1
10303,4,2,3,2,1,4,16,18,2,0,0,91,2,1,0.5,11,9,3,11,27,297,1
10304,4,2,3,3,1,4,16,18,2,0,0,91,2,1,0.5,12,8,4,11,32,352,1
10308,4,2,3,4,2,4,16,18,2,0,0,91,2,1,0.5,16,7,5,11,35,385,1
10341,2,4,4,0,0,2,8,0,0,22,6,92,3,1,0.3333333333333333,8,6,6,11,36,396,1
10348,2,4,4,1,1,2,8,0,0,22,6,92,3,1,0.3333333333333333,15,5,7,11,35,385,1
10355,2,4,4,2,1,2,8,0,0,22,6,92,3,1,0.3333333333333333,22,4,8,11,32,352,1
10362,2,4,4,3,1,2,8,0,0,22,6,92,3,1,0.3333333333333333,29,3,9,11,27,297,1
10369,2,4,4,4,2,2,8,0,0,22,6,92,3,1,0.3333333333333333,36,2,10,11,20,220,1
10370,2,4,0,0,3,2,9,0,0,22,6,93,3,1,0.3333333333333333,36,1,11,11,11,121,1
10459,4,2,3,0,0,4,16,18,2,0,0,93,2,1,0.5,9,5,1,5,5,25,1
10460,4,2,3,1,1,4,16,18,2,0,0,93,2,1,0.5,10,4,2,5,8,40,1
10461,4,2,3,2,1,4,16,18,2,0,0,93,2,1,0.5,11,3,3,5,9,45,1
10462,4,2,3,3,1,4,16,18,2,0,0,93,2,1,0.5,12,2,4,5,8,40,1
10466,4,2,3,4,2,4,16,18,2,0,0,93,2,1,0.5,16,1,5,5,5,25,1
10531,2,4,4,0,0,2,8,0,0,23,7,94,4,1,0.25,8,6,1,6,6,36,1
10538,2,4,4,1,1,2,8,0,0,23,7,94,4,1,0.25,15,5,2,6,10,60,1
10545,2,4,4,2,1,2,8,0,0,23,7,94,4,1,0.25,22,4,3,6,12,72,1
10552,2,4,4,3,1,2,8,0,0,23,7,94,4,1,0.25,29,3,4,6,12,72,1
10559,2,4,4,4,2,2,8,0,0,23,7,94,4,1,0.25,36,2,5,6,10,60,1
10560,2,4,0,0,3,2,9,0,0,23,7,95,4,1,0.25,36,1,6,6,6,36,1
10657,4,2,3,0,0,4,16,18,2,0,0,95,2,1,0.5,9,6,1,6,6,36,1
10658,4,2,3,1,1,4,16,18,2,0,0,95,2,1,0.5,10,5,2,6,10,60,1
10659,4,2,3,2,1,4,16,18,2,0,0,95,2,1,0.5,11,4,3,6,12,72,1
10660,4,2,3,3,1,4,16,18,2,0,0,95,2,1,0.5,12,3,4,6,12,72,1
10664,4,2,3,4,2,4,16,18,2,0,0,95,2,1,0.5,16,2,5,6,10,60,1
10687,2,4,0,0,3,2,8,0,0,23,7,96,4,1,0.25,8,1,6,6,6,36,1
10756,4,2,3,0,0,4,16,18,2,0,0,96,2,1,0.5,8,6,1,6,6,36,1
10757,4,2,3,1,1,4,16,18,2,0,0,96,2,1,0.5,9,5,2,6,10,60,1
10758,4,2,3,2,1,4,16,18,2,0,0,96,2,1,0.5,10,4,3,6,12,72,1
10759,4,2,3,3,1,4,16,18,2,0,0,96,2,1,0.5,11,3,4,6,12,72,1
10763,4,2,3,4,2,4,16,18,2,0,0,96,2,1,0.5,15,2,5,6,10,60,1
10788,1,4,0,0,3,2,8,0,0,25,9,97,3,1,0.3333333333333333,8,1,6,6,6,36,1
10892,2,4,0,0,3,2,8,0,0,26,10,98,4,1,0.25,8,1,1,1,1,1,1
11009,2,4,4,0,0,2,8,0,0,26,10,99,4,1,0.25,8,1,1,1,1,1,1
11016,2,4,4,1,1,2,8,0,0,26,10,99,4,1,0.25,15,5,1,5,5,25,1
11023,2,4,4,2,1,2,8,0,0,26,10,99,4,1,0.25,22,4,2,5,8,40,1
11030,2,4,4,3,1,2,8,0,0,26,10,99,4,1,0.25,29,3,3,5,9,45,1
11037,2,4,4,4,2,2,8,0,0,26,10,99,4,1,0.25,36,2,4,5,8,40,1
11038,2,4,0,0,3,2,9,0,0,26,10,100,4,1,0.25,36,1,5,5,5,25,1
11177,2,4,0,0,3,2,8,0,0,27,11,101,5,1,0.2,8,1,1,1,1,1,1
11291,2,4,0,0,3,2,8,0,0,27,11,102,5,1,0.2,8,1,1,1,1,1,1
11415,0,4,1,0,3,2,8,16,0,17,1,103,1,1,1.0,8,1,1,1,1,1,1
11452,4,0,2,0,3,2,10,17,1,16,0,103,1,0,0.0,4,9,1,9,9,81,1
11453,4,0,3,0,0,4,19,17,1,0,0,103,1,0,0.0,5,8,2,9,16,144,1
11454,4,0,3,1,1,4,19,17,1,0,0,103,1,0,0.0,6,7,3,9,21,189,1
11455,4,0,3,2,1,4,19,17,1,0,0,103,1,0,0.0,7,6,4,9,24,216,1
11456,4,0,3,3,1,4,19,17,1,0,0,103,1,0,0.0,8,5,5,9,25,225,1
11460,4,0,3,4,2,4,19,17,1,0,0,103,1,0,0.0,12,4,6,9,24,216,1
11481,0,4,4,0,0,2,8,0,0,17,1,104,1,1,1.0,8,3,7,9,21,189,1
11488,0,4,4,1,1,2,8,0,0,17,1,104,1,1,1.0,15,2,8,9,16,144,1
11495,0,4,4,2,1,2,8,0,0,17,1,104,1,1,1.0,22,1,9,9,9,81,1
11502,0,4,4,3,1,2,8,0,0,17,1,104,1,1,1.0,29,14,1,14,14,196,1
11509,0,4,4,4,2,2,8,0,0,17,1,104,1,1,1.0,36,13,2,14,26,364,1
11510,0,4,0,0,3,2,9,0,0,17,1,105,1,1,1.0,36,12,3,14,36,504,1
11517,0,0,5,0,0,2,11,17,1,17,1,104,0,0,0.0,4,11,4,14,44,616,1
11524,0,0,5,1,1,2,11,17,1,17,1,104,0,0,0.0,11,10,5,14,50,700,1
11531,0,0,5,2,1,2,11,17,1,17,1,104,0,0,0.0,18,9,6,14,54,756,1
11538,0,0,5,3,1,2,11,17,1,17,1,104,0,0,0.0,25,8,7,14,56,784,1
11545,0,0,5,4,2,2,11,17,1,17,1,104,0,0,0.0,32,7,8,14,56,784,1
11546,4,0,6,0,3,2,8,17,1,0,0,104,1,0,0.0,4,6,9,14,54,756,1
11568,4,0,3,0,0,4,16,17,1,0,0,105,1,0,0.0,4,5,10,14,50,700,1
11569,4,0,3,1,1,4,16,17,1,0,0,105,1,0,0.0,5,4,11,14,44,616,1
11570,4,0,3,2,1,4,16,17,1,0,0,105,1,0,0.0,6,3,12,14,36,504,1
11571,4,0,3,3,1,4,16,17,1,0,0,105,1,0,0.0,7,2,13,14,26,364,1
11575,4,0,3,4,2,4,16,17,1,0,0,105,1,0,0.0,11,1,14,14,14,196,1
11733,2,4,4,0,0,2,8,0,0,19,3,107,3,1,0.3333333333333333,8,1,1,1,1,1,1
11740,2,4,4,1,1,2,8,0,0,19,3,107,3,1,0.3333333333333333,15,8,1,8,8,64,1
11747,2,4,4,2,1,2,8,0,0,19,3,107,3,1,0.3333333333333333,22,7,2,8,14,112,1
11754,2,4,4,3,1,2,8,0,0,19,3,107,3,1,0.3333333333333333,29,6,3,8,18,144,1
11761,2,4,4,4,2,2,8,0,0,19,3,107,3,1,0.3333333333333333,36,5,4,8,20,160,1
11762,2,4,0,0,3,2,9,0,0,19,3,108,3,1,0.3333333333333333,36,4,5,8,20,160,1
11785,0,2,5,0,0,2,8,19,3,17,1,107,2,2,1.0,12,3,6,8,18,144,1
11792,0,2,5,1,1,2,8,19,3,17,1,107,2,2,1.0,19,2,7,8,14,112,1
11799,0,2,5,2,1,2,8,19,3,17,1,107,2,2,1.0,26,1,8,8,8,64,1
11806,0,2,5,3,1,2,8,19,3,17,1,107,2,2,1.0,33,10,1,10,10,100,1
11813,0,2,5,4,2,2,8,19,3,17,1,107,2,2,1.0,40,9,2,10,18,180,1
11814,0,2,1,0,3,2,9,19,3,17,1,108,2,2,1.0,40,8,3,10,24,240,1
11834,4,2,6,0,3,2,8,19,3,0,0,107,3,2,0.6666666666666666,12,7,4,10,28,280,1
11850,4,0,3,0,0,4,17,17,1,0,0,108,1,0,0.0,4,6,5,10,30,300,1
11851,4,0,3,1,1,4,17,17,1,0,0,108,1,0,0.0,5,5,6,10,30,300,1
11852,4,0,3,2,1,4,17,17,1,0,0,108,1,0,0.0,6,4,7,10,28,280,1
11853,4,0,3,3,1,4,17,17,1,0,0,108,1,0,0.0,7,3,8,10,24,240,1
11854,2,0,2,0,3,2,9,17,1,19,3,108,2,0,0.0,8,2,9,10,18,180,1
11857,4,0,3,4,2,4,17,17,1,0,0,108,1,0,0.0,11,1,10,10,10,100,1
11928,2,4,4,0,0,2,8,0,0,26,10,109,4,1,0.25,8,6,1,6,6,36,1
11935,2,4,4,1,1,2,8,0,0,26,10,109,4,1,0.25,15,5,2,6,10,60,1
11942,2,4,4,2,1,2,8,0,0,26,10,109,4,1,0.25,22,4,3,6,12,72,1
11949,2,4,4,3,1,2,8,0,0,26,10,109,4,1,0.25,29,3,4,6,12,72,1
11956,2,4,4,4,2,2,8,0,0,26,10,109,4,1,0.25,36,2,5,6,10,60,1
11957,2,4,0,0,3,2,9,0,0,26,10,110,4,1,0.25,36,1,6,6,6,36,1
12089,2,4,4,0,0,2,8,0,0,30,14,111,5,1,0.2,8,2,1,2,2,4,1
12096,2,4,4,1,1,2,8,0,0,30,14,111,5,1,0.2,15,1,2,2,2,4,1
12103,2,4,4,2,1,2,8,0,0,30,14,111,5,1,0.2,22,4,1,4,4,16,1
12110,2,4,4,3,1,2,8,0,0,30,14,111,5,1,0.2,29,3,2,4,6,24,1
12117,2,4,4,4,2,2,8,0,0,30,14,111,5,1,0.2,36,2,3,4,6,24,1
12118,2,4,0,0,3,2,9,0,0,30,14,112,5,1,0.2,36,1,4,4,4,16,1
12240,2,4,0,0,3,2,8,0,0,22,6,113,3,1,0.3333333333333333,8,1,1,1,1,1,1
12301,4,2,3,0,0,4,16,18,2,0,0,113,2,1,0.5,9,5,1,5,5,25,1
12302,4,2,3,1,1,4,16,18,2,0,0,113,2,1,0.5,10,4,2,5,8,40,1
12303,4,2,3,2,1,4,16,18,2,0,0,113,2,1,0.5,11,3,3,5,9,45,1
12304,4,2,3,3,1,4,16,18,2,0,0,113,2,1,0.5,12,2,4,5,8,40,1
12308,4,2,3,4,2,4,16,18,2,0,0,113,2,1,0.5,16,1,5,5,5,25,1
12450,4,2,2,0,3,2,8,18,2,20,4,115,3,1,0.3333333333333333,8,6,1,6,6,36,1
12451,4,2,3,0,0,4,16,18,2,0,0,115,2,1,0.5,9,5,2,6,10,60,1
12452,4,2,3,1,1,4,16,18,2,0,0,115,2,1,0.5,10,4,3,6,12,72,1
12453,4,2,3,2,1,4,16,18,2,0,0,115,2,1,0.5,11,3,4,6,12,72,1
12454,4,2,3,3,1,4,16,18,2,0,0,115,2,1,0.5,12,2,5,6,10,60,1
12458,4,2,3,4,2,4,16,18,2,0,0,115,2,1,0.5,16,1,6,6,6,36,1
12503,2,4,0,0,3,2,8,0,0,27,11,116,5,1,0.2,8,1,1,1,1,1,1
12633,2,4,4,0,0,2,8,0,0,19,3,117,3,1,0.3333333333333333,8,9,1,9,9,81,1
12640,2,4,4,1,1,2,8,0,0,19,3,117,3,1,0.3333333333333333,15,8,2,9,16,144,1
12647,2,4,4,2,1,2,8,0,0,19,3,117,3,1,0.3333333333333333,22,7,3,9,21,189,1
12654,2,4,4,3,1,2,8,0,0,19,3,117,3,1,0.3333333333333333,29,6,4,9,24,216,1
12661,2,4,4,4,2,2,8,0,0,19,3,117,3,1,0.3333333333333333,36,5,5,9,25,225,1
12662,2,4,0,0,3,2,9,0,0,19,3,118,3,1,0.3333333333333333,36,4,6,9,24,216,1
12685,0,2,5,0,0,2,8,19,3,17,1,117,2,2,1.0,12,3,7,9,21,189,1
12692,0,2,5,1,1,2,8,19,3,17,1,117,2,2,1.0,19,2,8,9,16,144,1
12699,0,2,5,2,1,2,8,19,3,17,1,117,2,2,1.0,26,1,9,9,9,81,1
12706,0,2,5,3,1,2,8,19,3,17,1,117,2,2,1.0,33,10,1,10,10,100,1
12713,0,2,5,4,2,2,8,19,3,17,1,117,2,2,1.0,40,9,2,10,18,180,1
12714,0,2,1,0,3,2,9,19,3,17,1,118,2,2,1.0,40,8,3,10,24,240,1
12715,4,2,6,0,3,2,10,19,3,0,0,117,3,2,0.6666666666666666,13,7,4,10,28,280,1
12750,4,0,3,0,0,4,18,17,1,0,0,118,1,0,0.0,4,6,5,10,30,300,1
12751,4,0,3,1,1,4,18,17,1,0,0,118,1,0,0.0,5,5,6,10,30,300,1
12752,4,0,3,2,1,4,18,17,1,0,0,118,1,0,0.0,6,4,7,10,28,280,1
12753,4,0,3,3,1,4,18,17,1,0,0,118,1,0,0.0,7,3,8,10,24,240,1
12754,2,0,2,0,3,2,10,17,1,19,3,118,2,0,0.0,8,2,9,10,18,180,1
12757,4,0,3,4,2,4,18,17,1,0,0,118,1,0,0.0,11,1,10,10,10,100,1
12802,1,4,0,0,3,2,8,0,0,21,5,119,2,1,0.5,8,8,1,8,8,64,1
12862,1,2,2,0,3,2,8,18,2,21,5,119,2,1,0.5,8,7,2,8,14,112,1
12863,4,2,3,0,0,4,16,18,2,0,0,119,2,1,0.5,9,6,3,8,18,144,1
12864,4,2,3,1,1,4,16,18,2,0,0,119,2,1,0.5,10,5,4,8,20,160,1
12865,4,2,3,2,1,4,16,18,2,0,0,119,2,1,0.5,11,4,5,8,20,160,1
12866,4,2,3,3,1,4,16,18,2,0,0,119,2,1,0.5,12,3,6,8,18,144,1
12870,4,2,3,4,2,4,16,18,2,0,0,119,2,1,0.5,16,2,7,8,14,112,1
12889,2,4,0,0,3,2,8,0,0,31,15,120,6,1,0.16666666666666666,8,1,8,8,8,64,1
13011,2,4,4,0,0,2,8,0,0,26,10,121,4,1,0.25,8,1,1,1,1,1,1
13018,2,4,4,1,1,2,8,0,0,26,10,121,4,1,0.25,15,5,1,5,5,25,1
13025,2,4,4,2,1,2,8,0,0,26,10,121,4,1,0.25,22,4,2,5,8,40,1
13032,2,4,4,3,1,2,8,0,0,26,10,121,4,1,0.25,29,3,3,5,9,45,1
13039,2,4,4,4,2,2,8,0,0,26,10,121,4,1,0.25,36,2,4,5,8,40,1
13040,2,4,0,0,3,2,9,0,0,26,10,122,4,1,0.25,36,1,5,5,5,25,1
13290,4,2,3,0,0,4,16,18,2,0,0,124,2,1,0.5,8,1,1,1,1,1,1
13291,4,2,3,1,1,4,16,18,2,0,0,124,2,1,0.5,9,5,1,5,5,25,1
13292,4,2,3,2,1,4,16,18,2,0,0,124,2,1,0.5,10,4,2,5,8,40,1
13293,4,2,2,0,3,2,8,18,2,20,4,124,3,1,0.3333333333333333,11,3,3,5,9,45,1
13294,4,2,3,3,1,4,16,18,2,0,0,124,2,1,0.5,12,2,4,5,8,40,1
13297,4,2,3,4,2,4,16,18,2,0,0,124,2,1,0.5,15,1,5,5,5,25,1
13316,2,4,4,0,0,2,8,0,0,30,14,125,5,1,0.2,8,6,1,6,6,36,1
13323,2,4,4,1,1,2,8,0,0,30,14,125,5,1,0.2,15,5,2,6,10,60,1
13330,2,4,4,2,1,2,8,0,0,30,14,125,5,1,0.2,22,4,3,6,12,72,1
13337,2,4,4,3,1,2,8,0,0,30,14,125,5,1,0.2,29,3,4,6,12,72,1
13344,2,4,4,4,2,2,8,0,0,30,14,125,5,1,0.2,36,2,5,6,10,60,1
13345,2,4,0,0,3,2,9,0,0,30,14,126,5,1,0.2,36,1,6,6,6,36,1
13462,2,4,0,0,3,2,8,0,0,31,15,127,6,1,0.16666666666666666,8,1,1,1,1,1,1
13585,2,4,0,0,3,2,8,0,0,30,14,128,5,1,0.2,8,1,1,1,1,1,1
13716,2,4,0,0,3,2,8,0,0,19,3,129,3,1,0.3333333333333333,8,1,1,1,1,1,1
13740,0,2,1,0,3,2,8,19,3,17,1,129,2,2,1.0,12,7,1,7,7,49,1
13776,2,0,2,0,3,2,11,17,1,19,3,129,2,0,0.0,4,6,2,7,12,84,1
13777,4,0,3,0,0,4,19,17,1,0,0,129,1,0,0.0,5,5,3,7,15,105,1
13778,4,0,3,1,1,4,19,17,1,0,0,129,1,0,0.0,6,4,4,7,16,112,1
13779,4,0,3,2,1,4,19,17,1,0,0,129,1,0,0.0,7,3,5,7,15,105,1
13780,4,0,3,3,1,4,19,17,1,0,0,129,1,0,0.0,8,2,6,7,12,84,1
13784,4,0,3,4,2,4,19,17,1,0,0,129,1,0,0.0,12,1,7,7,7,49,1
13803,2,4,0,0,3,2,8,0,0,18,2,130,2,1,0.5,8,8,1,8,8,64,1
13819,0,2,1,0,3,2,8,18,2,17,1,130,1,1,1.0,8,7,2,8,14,112,1
13856,2,0,2,0,3,2,8,17,1,18,2,130,1,0,0.0,4,6,3,8,18,144,1
13857,4,0,3,0,0,4,16,17,1,0,0,130,1,0,0.0,5,5,4,8,20,160,1
13858,4,0,3,1,1,4,16,17,1,0,0,130,1,0,0.0,6,4,5,8,20,160,1
13859,4,0,3,2,1,4,16,17,1,0,0,130,1,0,0.0,7,3,6,8,18,144,1
13860,4,0,3,3,1,4,16,17,1,0,0,130,1,0,0.0,8,2,7,8,14,112,1
13864,4,0,3,4,2,4,16,17,1,0,0,130,1,0,0.0,12,1,8,8,8,64,1
13982,4,2,3,0,0,4,16,18,2,0,0,131,2,1,0.5,8,6,1,6,6,36,1
13983,4,2,3,1,1,4,16,18,2,0,0,131,2,1,0.5,9,5,2,6,10,60,1
13984,4,2,3,2,1,4,16,18,2,0,0,131,2,1,0.5,10,4,3,6,12,72,1
13985,4,2,3,3,1,4,16,18,2,0,0,131,2,1,0.5,11,3,4,6,12,72,1
13986,4,2,2,0,3,2,8,18,2,20,4,131,3,1,0.3333333333333333,12,2,5,6,10,60,1
13989,4,2,3,4,2,4,16,18,2,0,0,131,2,1,0.5,15,1,6,6,6,36,1
14008,2,4,0,0,3,2,8,0,0,19,3,132,3,1,0.3333333333333333,8,8,1,8,8,64,1
14032,0,2,1,0,3,2,8,19,3,17,1,132,2,2,1.0,12,7,2,8,14,112,1
14068,4,0,3,0,0,4,17,17,1,0,0,132,1,0,0.0,4,6,3,8,18,144,1
14069,4,0,3,1,1,4,17,17,1,0,0,132,1,0,0.0,5,5,4,8,20,160,1
14070,4,0,3,2,1,4,17,17,1,0,0,132,1,0,0.0,6,4,5,8,20,160,1
14071,4,0,3,3,1,4,17,17,1,0,0,132,1,0,0.0,7,3,6,8,18,144,1
14072,2,0,2,0,3,2,9,17,1,19,3,132,2,0,0.0,8,2,7,8,14,112,1
14075,4,0,3,4,2,4,17,17,1,0,0,132,1,0,0.0,11,1,8,8,8,64,1
14104,1,4,0,0,3,2,8,0,0,21,5,133,2,1,0.5,8,7,1,7,7,49,1
14164,1,2,2,0,3,2,8,18,2,21,5,133,2,1,0.5,8,6,2,7,12,84,1
14165,4,2,3,0,0,4,16,18,2,0,0,133,2,1,0.5,9,5,3,7,15,105,1
14166,4,2,3,1,1,4,16,18,2,0,0,133,2,1,0.5,10,4,4,7,16,112,1
14167,4,2,3,2,1,4,16,18,2,0,0,133,2,1,0.5,11,3,5,7,15,105,1
14168,4,2,3,3,1,4,16,18,2,0,0,133,2,1,0.5,12,2,6,7,12,84,1
14172,4,2,3,4,2,4,16,18,2,0,0,133,2,1,0.5,16,1,7,7,7,49,1
14266,4,2,2,0,3,2,8,18,2,20,4,134,3,1,0.3333333333333333,8,6,1,6,6,36,1
14267,4,2,3,0,0,4,16,18,2,0,0,134,2,1,0.5,9,5,2,6,10,60,1
14268,4,2,3,1,1,4,16,18,2,0,0,134,2,1,0.5,10,4,3,6,12,72,1
14269,4,2,3,2,1,4,16,18,2,0,0,134,2,1,0.5,11,3,4,6,12,72,1
14270,4,2,3,3,1,4,16,18,2,0,0,134,2,1,0.5,12,2,5,6,10,60,1
14274,4,2,3,4,2,4,16,18,2,0,0,134,2,1,0.5,16,1,6,6,6,36,1
14353,2,4,0,0,3,2,8,0,0,22,6,135,3,1,0.3333333333333333,8,1,1,1,1,1,1
14414,4,2,3,0,0,4,16,18,2,0,0,135,2,1,0.5,8,11,1,11,11,121,1
14415,4,2,3,1,1,4,16,18,2,0,0,135,2,1,0.5,9,10,2,11,20,220,1
14416,4,2,3,2,1,4,16,18,2,0,0,135,2,1,0.5,10,9,3,11,27,297,1
14417,4,2,3,3,1,4,16,18,2,0,0,135,2,1,0.5,11,8,4,11,32,352,1
14421,4,2,3,4,2,4,16,18,2,0,0,135,2,1,0.5,15,7,5,11,35,385,1
14448,2,4,4,0,0,2,8,0,0,22,6,136,3,1,0.3333333333333333,8,6,6,11,36,396,1
14455,2,4,4,1,1,2,8,0,0,22,6,136,3,1,0.3333333333333333,15,5,7,11,35,385,1
14462,2,4,4,2,1,2,8,0,0,22,6,136,3,1,0.3333333333333333,22,4,8,11,32,352,1
14469,2,4,4,3,1,2,8,0,0,22,6,136,3,1,0.3333333333333333,29,3,9,11,27,297,1
14476,2,4,4,4,2,2,8,0,0,22,6,136,3,1,0.3333333333333333,36,2,10,11,20,220,1
14477,2,4,0,0,3,2,9,0,0,22,6,137,3,1,0.3333333333333333,36,1,11,11,11,121,1
14566,4,2,3,0,0,4,16,18,2,0,0,137,2,1,0.5,8,5,1,5,5,25,1
14567,4,2,3,1,1,4,16,18,2,0,0,137,2,1,0.5,9,4,2,5,8,40,1
14568,4,2,3,2,1,4,16,18,2,0,0,137,2,1,0.5,10,3,3,5,9,45,1
14569,4,2,3,3,1,4,16,18,2,0,0,137,2,1,0.5,11,2,4,5,8,40,1
