time_intervals,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,target
2978300,6,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,1
2978400,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1
2978500,8,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,1
2978600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2978700,5,6,0,0,1,6,0,0,1,7,0,0,0,0,0,0,1
2978800,6,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,1
2978900,6,6,6,0,0,0,4,0,0,0,4,0,0,0,0,0,1
2979000,6,0,0,0,6,0,2,0,6,6,8,0,0,0,0,0,1
2979100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2979200,5,6,6,6,0,0,0,6,0,0,0,7,0,0,0,0,1
2979300,6,0,0,0,6,0,0,0,6,6,6,5,0,0,0,0,1
2979400,4,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,1
2979500,8,0,0,0,9,0,0,0,9,0,0,0,10,0,0,0,1
2979600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2979700,5,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,1
2979800,6,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,1
2979900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2980000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2980100,7,6,6,0,1,1,7,0,0,0,0,0,0,0,0,0,1
2980200,11,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,1
2980300,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2980400,5,5,6,0,0,0,6,0,0,1,7,0,0,0,0,0,1
2980500,10,0,0,0,9,0,0,0,6,5,5,0,0,0,0,0,1
2980600,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1
2980700,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2980800,11,11,6,0,0,0,6,0,0,0,6,0,0,0,6,0,1
2980900,6,0,0,0,6,0,0,0,6,0,0,0,6,6,6,0,1
2981000,7,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,1
2981100,11,6,6,0,3,0,0,0,1,0,0,0,0,0,0,0,1
2981200,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2981300,6,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,1
2981400,11,6,4,0,5,0,0,0,5,0,0,0,5,0,0,0,1
2981500,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2981600,5,5,6,0,3,5,12,0,0,0,0,0,0,0,0,0,1
2981700,11,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
2981800,9,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1
2981900,6,3,4,0,5,0,4,0,6,6,11,0,0,0,0,0,1
2982000,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1
2982100,10,3,3,2,6,0,0,0,0,0,0,0,0,0,0,0,1
2982200,8,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,1
2982300,6,6,6,0,0,0,6,0,0,0,6,0,0,1,7,0,1
2982400,9,0,0,0,8,0,0,0,8,0,0,0,6,5,5,0,1
2982500,9,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,1
2982600,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2982700,10,6,6,0,3,0,0,0,2,0,0,0,2,0,0,0,1
2982800,8,0,0,0,9,0,0,0,10,0,0,0,10,0,0,0,1
2982900,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1
2983000,11,6,6,0,5,0,6,0,0,0,0,0,0,0,0,0,1
2983100,6,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,1
2983200,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2983300,6,6,6,0,0,0,6,0,0,0,6,0,0,0,0,0,1
2983400,7,0,0,0,6,0,0,0,6,6,6,0,0,0,0,0,1
2983500,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
2983600,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
2983700,12,6,6,0,6,6,6,0,0,0,6,0,0,0,4,0,1
2983800,6,0,0,0,6,0,0,0,6,0,0,0,6,6,8,0,1
2983900,6,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,1
2984000,10,4,3,0,6,0,0,0,5,0,0,0,0,0,0,0,1
2984100,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2984200,6,0,0,0,6,0,0,0,6,0,0,0,7,0,0,0,1
2984300,12,4,4,0,6,0,3,0,6,0,0,0,5,0,0,0,1
2984400,6,2,2,0,6,6,9,0,0,0,0,0,0,0,0,0,1
2984500,7,6,6,0,1,1,7,0,0,0,0,0,0,0,0,0,1
2984600,11,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,1
2984700,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2984800,5,5,6,0,1,0,6,0,1,3,11,0,0,0,0,0,1
2984900,11,0,0,0,11,0,0,0,5,3,1,0,0,0,0,0,1
2985000,8,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1
2985100,5,4,5,6,1,3,5,12,0,0,0,0,0,0,0,0,1
2985200,11,6,6,0,5,3,7,0,0,0,6,0,0,0,6,0,1
2985300,6,0,0,0,6,0,0,0,6,0,0,0,6,6,6,0,1
2985400,7,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,1
2985500,11,6,6,0,5,0,0,0,1,0,0,0,0,0,0,0,1
2985600,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2985700,6,0,0,0,7,0,0,0,7,0,0,0,11,0,0,0,1
2985800,11,6,4,0,5,0,4,0,5,0,3,0,1,0,0,0,1
2985900,6,0,2,0,6,0,2,0,6,6,9,0,0,0,0,0,1
2986000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2986100,5,6,6,6,0,0,0,6,0,0,0,6,0,0,0,0,1
2986200,6,0,0,0,6,0,0,0,6,6,6,6,0,0,0,0,1
2986300,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1
2986400,8,0,0,0,10,0,0,0,10,0,0,0,11,0,0,0,1
2986500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2986600,6,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,1
2986700,6,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,1
2986800,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2986900,4,4,4,0,1,0,5,0,1,0,6,0,3,5,12,0,1
2987000,5,0,0,0,5,0,0,0,5,0,0,0,3,1,0,0,1
2987100,6,6,6,6,0,0,0,6,0,0,0,6,0,0,0,6,1
2987200,6,0,0,0,6,0,0,0,6,0,0,0,6,6,6,6,1
2987300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2987400,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2987500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2987600,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2987700,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2987800,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2987900,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1
2988000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2988100,6,6,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1
2988200,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1
2988300,6,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,1
2988400,6,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,1
2988500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2988600,5,6,6,6,0,0,0,6,0,0,0,0,0,0,0,0,1
2988700,6,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,1
2988800,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1
2988900,8,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,1
2989000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2989100,5,6,0,0,1,6,0,0,1,7,0,0,0,0,0,0,1
2989200,6,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,1
2989300,6,6,6,0,0,0,4,0,0,0,4,0,0,0,0,0,1
2989400,6,0,0,0,6,0,2,0,6,6,8,0,0,0,0,0,1
2989500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2989600,5,6,6,6,0,0,0,6,0,0,0,7,0,0,0,0,1
2989700,6,0,0,0,6,0,0,0,6,6,6,5,0,0,0,0,1
2989800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2989900,5,6,6,0,1,0,6,0,1,0,6,0,1,1,7,0,1
2990000,6,0,0,0,5,0,0,0,5,0,0,0,5,5,5,0,1
2990100,6,6,6,6,0,0,0,4,0,0,0,4,0,0,0,3,1
2990200,6,0,0,0,6,0,0,2,6,0,0,2,6,6,6,9,1
2990300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2990400,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2990500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2990600,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2990700,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2990800,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2990900,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2991000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2991100,5,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1
2991200,6,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1
2991300,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
2991400,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
2991500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2991600,10,5,0,0,6,12,0,0,0,0,0,0,0,0,0,0,1
2991700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2991800,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,1
2991900,10,3,2,2,6,0,0,1,6,0,0,0,0,0,0,0,1
2992000,7,3,4,4,6,6,6,11,0,0,0,0,0,0,0,0,1
2992100,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2992200,9,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2992300,4,4,4,5,1,0,0,5,1,5,6,12,0,0,0,0,1
2992400,11,6,0,0,5,6,0,0,5,1,0,0,0,0,0,0,1
2992500,7,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1
2992600,6,5,0,0,1,6,0,0,5,12,0,0,0,0,0,0,1
2992700,11,6,6,6,5,0,0,6,1,0,0,6,0,0,0,6,1
2992800,6,0,0,0,6,0,0,0,6,0,0,0,6,6,6,6,1
2992900,6,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,1
2993000,8,2,1,1,6,0,0,0,6,6,0,0,0,0,0,0,1
2993100,9,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1
2993200,7,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,1
2993300,7,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,1
2993400,6,6,6,0,1,0,6,0,1,1,7,0,0,0,0,0,1
2993500,11,6,6,6,5,0,0,6,5,5,5,0,0,0,0,0,1
2993600,6,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,1
2993700,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2993800,9,7,6,6,0,0,0,6,0,0,0,6,0,0,0,0,1
2993900,6,0,0,0,6,0,0,0,6,6,6,6,0,0,0,0,1
2994000,7,6,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1
2994100,11,6,6,6,5,5,0,4,0,0,0,4,0,0,0,0,1
2994200,6,0,0,0,6,0,0,2,6,6,6,8,0,0,0,0,1
2994300,6,6,6,6,0,0,0,6,0,0,0,6,0,0,1,7,1
2994400,8,2,0,0,6,1,0,0,6,1,0,0,6,6,5,5,1
2994500,9,4,0,0,6,5,0,0,6,11,0,0,0,0,0,0,1
2994600,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
2994700,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
2994800,6,6,0,0,1,6,0,0,1,6,0,0,1,7,0,0,1
2994900,11,0,0,0,11,0,0,0,11,0,0,0,11,5,0,0,1
2995000,8,2,1,0,6,0,0,0,6,0,0,0,6,0,0,0,1
2995100,5,4,5,6,1,3,5,12,0,0,0,0,0,0,0,0,1
2995200,11,6,0,0,5,3,1,0,0,0,0,0,0,0,0,0,1
2995300,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2995400,5,5,6,6,1,0,0,6,1,1,1,7,0,0,0,0,1
2995500,11,6,0,0,5,4,0,0,5,5,5,5,0,0,0,0,1
2995600,6,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,1
2995700,6,6,0,0,1,6,0,0,1,6,0,0,1,7,0,0,1
2995800,12,6,6,6,5,0,0,6,5,0,0,6,5,5,0,4,1
2995900,6,0,0,0,6,0,0,0,6,0,0,0,6,6,6,8,1
2996000,6,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,1
2996100,9,2,2,1,6,0,0,0,6,6,0,0,0,0,0,0,1
2996200,8,10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1
2996300,7,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,1
2996400,7,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,1
2996500,5,6,6,0,1,0,6,0,1,0,6,0,1,1,7,0,1
2996600,12,6,6,6,5,0,0,6,5,0,0,0,5,5,5,0,1
2996700,6,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,1
2996800,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2996900,11,11,6,6,0,0,0,6,0,0,0,6,0,0,0,0,1
2997000,6,0,0,0,6,0,0,0,6,6,6,6,0,0,0,0,1
2997100,6,6,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1
2997200,12,6,6,4,5,5,0,4,0,0,0,3,0,0,0,2,1
2997300,5,0,0,2,6,0,0,2,6,0,0,3,6,6,6,10,1
2997400,7,6,6,6,0,0,0,6,0,0,0,6,0,0,0,6,1
2997500,6,0,0,0,6,0,0,0,6,0,0,0,6,6,6,6,1
2997600,7,6,0,0,1,6,0,0,1,7,0,0,0,0,0,0,1
2997700,11,6,6,6,5,0,0,0,5,5,0,0,0,0,0,0,1
2997800,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
2997900,6,6,0,0,0,6,0,0,0,6,0,0,1,7,0,0,1
2998000,8,1,1,0,6,0,0,0,6,0,0,0,5,5,0,0,1
2998100,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2998200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2998300,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
2998400,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
2998500,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
2998600,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1
2998700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2998800,6,6,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1
2998900,5,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1
2999000,6,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,1
2999100,6,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,1
2999200,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2999300,5,5,5,6,1,1,3,11,0,0,0,0,0,0,0,0,1
2999400,5,0,0,0,5,5,3,1,0,0,0,0,0,0,0,0,1
2999500,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,1
2999600,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,1
2999700,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1
2999800,8,4,0,0,6,4,0,0,6,11,0,0,0,0,0,0,1
2999900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000000,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,1
3000100,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,1
3000200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000300,6,6,0,0,1,6,0,0,1,6,0,0,1,9,0,0,1
3000400,5,0,0,0,5,0,0,0,5,0,0,0,5,3,0,0,1
3000500,6,6,6,0,0,0,6,0,0,0,6,0,0,0,6,0,1
3000600,6,0,0,0,6,0,0,0,6,0,0,0,6,6,6,0,1
3000700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000800,5,6,6,6,0,0,0,6,0,0,0,6,0,0,0,6,1
3000900,6,0,0,0,6,0,0,0,6,0,0,0,6,6,6,6,1
3001000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3001100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3001200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3001300,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3001400,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3001500,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3001600,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3001700,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3001800,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3001900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3002000,5,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,1
3002100,6,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,1
3002200,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3002300,4,4,4,5,3,5,6,12,0,0,0,0,0,0,0,0,1
3002400,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
3002500,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,1
3002600,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,1
3002700,4,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1
3002800,8,3,0,0,6,3,0,0,6,10,0,0,0,0,0,0,1
3002900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3003000,5,6,6,0,0,0,6,0,0,0,6,0,0,0,0,0,1
3003100,6,0,0,0,6,0,0,0,6,6,6,0,0,0,0,0,1
3003200,4,3,3,2,0,0,0,2,0,0,0,1,0,0,0,0,1
3003300,3,3,3,4,3,0,0,4,5,6,6,11,0,0,0,0,1
3003400,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1
3003500,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,1
3003600,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,1
3003700,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1
3003800,4,4,0,0,3,4,0,0,5,5,0,0,6,12,0,0,1
3003900,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1
3004000,6,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,1
3004100,6,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,1
3004200,6,6,6,0,0,0,6,0,0,0,6,0,1,1,7,0,1
3004300,12,4,4,3,6,0,0,3,6,0,0,2,5,5,5,2,1
3004400,1,2,2,3,3,0,0,3,5,0,0,4,6,6,6,10,1
3004500,12,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1
3004600,11,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,1
3004700,10,3,2,0,6,0,2,0,6,0,1,0,0,0,0,0,1
3004800,7,3,4,0,6,0,4,0,6,6,11,0,0,0,0,0,1
3004900,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3005000,12,12,6,6,0,6,0,0,0,4,0,0,0,0,0,0,1
3005100,6,0,0,0,6,0,0,0,6,8,0,0,0,0,0,0,1
3005200,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,1
3005300,11,0,0,0,11,0,0,0,5,0,0,0,5,0,0,0,1
3005400,12,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,1
3005500,8,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,1
3005600,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3005700,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3005800,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3005900,11,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006000,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006100,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006200,12,11,11,6,0,0,0,6,0,0,0,0,0,0,0,0,1
3006300,9,2,2,1,6,6,6,6,0,0,0,0,0,0,0,0,1
3006400,4,4,4,5,1,0,0,6,1,0,0,6,1,1,1,7,1
3006500,5,0,0,0,5,0,0,0,5,0,0,0,5,5,5,5,1
3006600,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006700,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006800,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006900,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3007000,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3007100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3007200,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3007300,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3007400,12,6,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1
3007500,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1
3007600,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1
3007700,8,6,0,0,5,12,0,0,0,0,0,0,0,0,0,0,1
3007800,9,6,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1
3007900,12,12,11,5,0,0,4,0,0,0,0,0,0,0,0,0,1
3008000,6,0,0,0,6,6,8,0,0,0,0,0,0,0,0,0,1
3008100,6,6,6,6,0,0,0,6,0,0,0,7,0,0,0,0,1
3008200,12,6,6,4,6,0,0,4,6,6,6,8,0,0,0,2,1
3008300,5,0,0,2,6,0,0,2,6,0,0,3,6,6,6,10,1
3008400,7,6,0,0,0,6,0,0,0,6,0,0,0,7,0,0,1
3008500,12,4,4,3,6,0,0,3,6,0,0,2,6,5,0,2,1
3008600,1,2,2,3,3,0,0,3,5,0,0,4,6,6,6,10,1
3008700,11,6,6,6,3,0,0,0,1,0,0,0,0,0,0,0,1
3008800,12,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1
3008900,10,3,0,0,6,2,0,0,0,2,0,0,0,0,0,0,1
3009000,8,3,0,0,6,4,0,0,6,10,0,0,0,0,0,0,1
3009100,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,1
3009200,8,3,2,0,5,0,2,0,5,0,1,0,5,0,0,0,1
3009300,4,3,4,0,1,0,4,0,3,0,5,0,5,6,12,0,1
3009400,11,6,6,0,5,0,6,0,3,0,6,0,1,0,6,0,1
3009500,9,0,0,0,8,0,0,0,8,0,0,0,6,6,6,0,1
3009600,9,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,1
3009700,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3009800,7,6,0,0,1,6,0,0,1,7,0,0,0,0,0,0,1
3009900,11,6,6,0,5,0,0,0,5,5,0,0,0,0,0,0,1
3010000,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3010100,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3010200,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3010300,8,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3010400,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3010500,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1
3010600,11,6,6,0,5,0,6,0,0,0,0,0,0,0,0,0,1
3010700,12,4,0,0,6,6,6,0,0,0,0,0,0,0,0,0,1
3010800,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3010900,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3011000,11,11,11,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3011100,7,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3011200,6,6,11,12,0,0,0,0,0,0,0,0,0,0,0,0,1
3011300,11,11,7,0,0,0,6,0,0,0,6,0,0,0,0,0,1
3011400,6,0,0,0,6,0,0,0,6,6,6,0,0,0,0,0,1
3011500,6,6,6,6,0,0,0,6,0,0,0,7,0,0,0,0,1
3011600,12,6,6,0,6,0,6,0,6,6,10,5,0,0,0,0,1
3011700,6,0,0,0,6,0,0,0,6,6,8,0,0,0,0,0,1
3011800,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3011900,11,7,6,0,0,0,6,0,0,0,7,0,0,0,0,0,1
3012000,12,6,6,6,6,0,0,6,6,6,5,4,0,0,0,4,1
3012100,6,0,0,0,6,0,0,0,6,0,0,2,6,6,6,8,1
3012200,6,6,6,6,0,0,0,6,0,0,0,6,0,0,0,0,1
3012300,6,0,0,0,6,0,0,0,6,6,6,6,0,0,0,0,1
3012400,6,6,6,6,0,0,0,6,0,1,1,7,0,0,0,0,1
3012500,12,0,0,0,12,0,0,0,12,5,5,5,6,0,0,0,1
3012600,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,1
3012700,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,1
3012800,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,1
3012900,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
3013000,12,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1
3013100,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1
3013200,6,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,1
3013300,6,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,1
3013400,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3013500,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3013600,5,6,6,0,1,0,6,0,1,0,6,0,1,1,7,0,1
3013700,12,6,6,6,5,0,0,4,5,0,0,4,5,5,5,3,1
3013800,6,0,0,0,6,0,0,2,6,0,0,2,6,6,6,9,1
3013900,6,6,0,0,0,6,0,0,0,6,0,0,0,7,0,0,1
3014000,12,6,6,0,6,0,6,0,6,0,6,0,6,5,4,0,1
3014100,6,0,0,0,6,0,0,0,6,0,0,0,6,6,8,0,1
3014200,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3014300,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3014400,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1
3014500,6,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3014600,10,10,5,5,0,3,0,0,0,0,0,0,0,0,0,0,1
3014700,8,2,0,0,6,9,0,0,0,0,0,0,0,0,0,0,1
3014800,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,1
